10000	43	30	1.000000	200.000000	0.5
89.831233	-368.190558	-178.548540	422.391430	-239.829707	-124.683370
-6.546220	201.040681	-465.605640	239.555040	-212.790307	318.536943
211.020234	-453.642384	-414.639729	-417.508469	0.320444	-235.160375
180.562761	15.976440	130.664998	-182.119205	480.101932	368.190558
440.733055	430.295724	87.633900	-5.355998	-135.547960	298.516800
-81.896420	-362.544633	215.109714	364.375744	-498.107852	137.440107
173.818171	473.418378	135.059664	-391.018403	-109.851375	199.148534
-468.840602	109.179968	99.627674	114.642781	131.488998	332.148198
165.486618	292.779321	-270.317698	360.347301	-49.638356	316.034425
-432.859279	3.341777	-75.640126	-422.635578	-444.822535	-243.858150
415.646840	153.523362	-219.351787	-92.455824	409.695730	31.510361
-49.211097	-169.606616	-195.822016	-29.740287	-66.057314	-15.366070
-475.524155	-222.067934	52.171392	-335.627308	407.376324	286.767174
281.975768	20.706809	257.988220	-193.777276	19.547105	390.743736
-12.619404	336.085086	-433.072909	464.720603	236.106449	320.398572
-5.294961	322.412793	390.438551	223.899045	-461.821345	-130.359813
397.488327	-288.354137	183.004242	-293.420209	285.241249	-286.248360
-403.622547	-40.971099	-205.832087	155.934324	60.441908	103.564562
26.108585	-362.758263	-436.643574	318.384350	-482.665487	-163.319803
-294.335765	390.621662	-358.668783	-70.940275	-423.581652	-288.506729
-251.823481	-207.602161	257.072665	390.926847	-53.605762	287.194433
107.959227	21.988586	-66.393017	389.400922	494.689779	127.582629
-217.673269	458.098086	109.973449	-180.440687	87.054048	419.309061
-452.635273	-297.662282	378.963591	146.839808	283.623768	-448.454237
214.316233	-178.121281	-275.231178	-200.369274	-156.849879	-447.721793
473.754082	359.218116	-135.822626	32.700583	474.303415	-184.560686
-227.805414	-472.746971	188.436537	-480.864895	-195.577868	-44.419691
463.255715	-388.821070	-8.041627	363.612781	243.430891	-490.173040
-177.602466	-439.603870	-214.255196	-107.379376	420.224616	202.414014
-468.230232	-297.112949	-349.116489	105.853450	294.915616	213.827937
55.009613	69.261757	-81.652272	-320.490127	18.936735	-13.168737
59.770501	-394.009217	87.817011	-465.849788	259.361553	171.926023
-172.414319	207.358013	-52.720725	-168.538469	141.895810	-3.036592
-453.184606	-370.296335	450.590533	478.026673	329.462569	262.504959
-364.497818	-402.768029	178.212836	411.374248	160.328990	-61.204871
-84.643086	385.311441	270.317698	-250.267037	350.917081	-399.533067
-321.497238	-493.377483	-291.955321	-71.184423	-355.494858	304.284799
-418.301950	447.355571	-148.060549	-151.905881	86.748863	-381.252480
-8.804590	331.080050	351.496933	435.300760	453.367718	-22.995697
13.748589	-443.601794	41.703543	-469.206824	-125.446333	-27.939695
107.135228	477.263710	366.603595	222.556230	13.687551	269.798883
